frame_number,timestamp_sec,laplacian_var,clarity_label
2820,94.0,10.762841880591123,0
2830,94.33,7.304163364229347,0
2840,94.67,7.11080190025205,0
2850,95.0,11.348791919220671,0
2860,95.33,10.95643697885945,0
2870,95.67,15.518485498748067,0
2880,96.0,13.00274313890794,0
2890,96.33,11.077426633676055,0
2900,96.67,11.891439126428311,0
2910,97.0,12.096787898811158,0
2920,97.33,11.643363922744985,0
2930,97.67,10.796281910627192,0
2940,98.0,11.022120428288884,0
2950,98.33,11.944534369796987,0
2960,98.67,10.466202813871405,0
2970,99.0,11.242729902098905,0
2980,99.33,14.343691404017113,0
2990,99.67,11.254106267228408,0
3000,100.0,11.70546104346173,0
3010,100.33,12.162002656064455,0
3020,100.67,12.94374792148711,0
3030,101.0,10.557070025994559,0
3040,101.33,12.0684497088583,0
3050,101.67,12.020092312264147,0
3060,102.0,13.119268931019795,0
3070,102.33,10.979709753746354,0
3080,102.67,12.028023105838441,0
3090,103.0,13.197563130497542,0
3100,103.33,14.226743325464495,0
3110,103.67,14.953615058143315,0
3120,104.0,12.005874339398854,0
3130,104.33,7.557053013232447,0
3140,104.67,7.629378038547947,0
3150,105.0,7.333259893346713,0
3160,105.33,7.1452810969793,0
3170,105.67,7.729335066928987,0
3180,106.0,8.573963555940768,0
3190,106.33,6.201859816469957,0
3200,106.67,7.907438119868013,0
3210,107.0,9.112698828244078,0
3220,107.33,10.169930760866624,0
3230,107.67,9.595843309374496,0
3240,108.0,6.834481932990002,0
3250,108.33,6.722204885372377,0
3260,108.67,8.122045875327442,0
3270,109.0,5.896234501338167,0
